EMG
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.6872314
0.6614502
0.6582275
1.1577393
1.1190673
1.0771729
1.0441406
1.0046631
0.96921384
0.93859863
0.9047607
0.87736815
0.8515869
0.81694335
0.7943848
0.7645752
0.74040526
0.717041
0.6872314
0.67031246
0.6437256
0.62438965
0.6034424
0.5800781
0.5615478
0.5422119
0.5212646
0.50273436
0.48742676
0.4680908
0.46003416
0.44230956
0.4213623
0.40283203
0.39074707
0.3746338
0.35529783
0.34804687
0.3311279
0.31984863
0.30212402
0.29648438
0.28117675
0.2707031
0.2578125
0.2489502
0.23928222
0.23283692
0.21914062
0.21188964
0.19335938
0.19335938
0.17885742
0.16677245
0.16193847
0.14582519
0.14501953
0.13776855
0.12810059
0.12568359
0.12084961
0.10473633
0.10231934
0.09265137
0.09023438
0.08378906
0.070898436
0.064453125
0.05961914
0.060424805
0.05397949
0.042700194
0.046728514
0.038671874
0.030615235
0.027392577
0.02175293
0.015307617
0.012084961
0.004833984
8.0566405E-4
8.0566405E-4
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.040283203
0.0515625
0.050756834
0.2956787
2.5386474
2.6603026
2.556372
2.4613037
2.3710692
2.3033936
2.230078
2.160791
2.0906982
2.0254395
1.9746826
1.9134521
1.858667
1.8103272
1.7587646
1.7015625
1.6612793
1.6072998
1.55896
1.5130371
1.4663086
1.429248
1.3921875
1.3406249
1.3019531
1.2689209
1.2246094
1.1964111
1.1585449
1.12229
1.0852295
1.0602539
1.0256103
0.9925781
0.9659912
0.9402099
0.90717775
0.8813965
0.8540039
0.8241943
0.80083007
0.7734375
0.7476562
0.721875
0.70092773
0.68078613
0.6574219
0.6388916
0.61875
0.60585934
0.56315917
0.56315917
0.54543453
0.52851564
0.50273436
0.49226072
0.47856444
0.45922852
0.46647948
0.43103027
0.407666
0.3971924
0.38591307
0.3738281
0.34885255
0.3407959
0.3311279
0.32145995
0.29648438
0.29245606
0.28117675
0.26345214
0.25620118
0.24975586
0.2376709
0.22478028
0.22155762
0.20705566
0.19899902
0.19577636
0.18288574
0.16838379
0.16516113
0.16032715
0.15065917
0.14179687
0.13293457
0.12648925
0.11601562
0.11601562
0.10554199
0.10070801
0.09748535
0.08781738
0.0829834
0.074121095
0.07331543
0.064453125
0.05800781
0.054785155
0.0515625
0.046728514
0.038671874
0.029003905
0.02980957
0.02578125
0.014501953
0.012890625
0.012890625
0.0040283203
0.0088623045
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
